CLASSE,INDICE,DATE_TIME,X_TELA,Y_TELA,X_MOUSE,Y_MOUSE,V1,V2,V3,V4,V5,V6,V7,NOME
1.0,5644.0,2022-04-10 14:17:55.033,908.0,497.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5645.0,2022-04-10 14:17:55.084,906.0,489.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5646.0,2022-04-10 14:17:55.136,907.0,490.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5647.0,2022-04-10 14:17:55.190,909.0,500.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5648.0,2022-04-10 14:17:55.235,907.0,504.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5649.0,2022-04-10 14:17:55.291,905.0,509.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5650.0,2022-04-10 14:17:55.346,903.0,513.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5651.0,2022-04-10 14:17:55.393,904.0,517.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5652.0,2022-04-10 14:17:55.441,906.0,522.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5653.0,2022-04-10 14:17:55.484,906.0,523.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5654.0,2022-04-10 14:17:55.536,908.0,514.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5655.0,2022-04-10 14:17:55.585,911.0,497.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5656.0,2022-04-10 14:17:55.628,912.0,489.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5657.0,2022-04-10 14:17:55.670,912.0,482.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5658.0,2022-04-10 14:17:55.722,911.0,478.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5659.0,2022-04-10 14:17:55.764,905.0,475.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5660.0,2022-04-10 14:17:55.818,903.0,474.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5661.0,2022-04-10 14:17:55.868,910.0,472.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5662.0,2022-04-10 14:17:55.921,923.0,471.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5663.0,2022-04-10 14:17:55.973,932.0,469.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5664.0,2022-04-10 14:17:56.029,936.0,469.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5665.0,2022-04-10 14:17:56.105,952.0,464.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5666.0,2022-04-10 14:17:56.157,969.0,463.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5667.0,2022-04-10 14:17:56.202,979.0,462.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5668.0,2022-04-10 14:17:56.244,984.0,463.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5669.0,2022-04-10 14:17:56.289,987.0,462.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5670.0,2022-04-10 14:17:56.336,989.0,461.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5671.0,2022-04-10 14:17:56.402,979.0,395.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5672.0,2022-04-10 14:17:56.468,1047.0,349.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5673.0,2022-04-10 14:17:56.530,975.0,466.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5674.0,2022-04-10 14:17:56.593,962.0,535.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5675.0,2022-04-10 14:17:56.654,962.0,553.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5676.0,2022-04-10 14:17:56.704,965.0,568.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5677.0,2022-04-10 14:17:56.760,961.0,617.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5678.0,2022-04-10 14:17:56.808,1002.0,573.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5679.0,2022-04-10 14:17:56.855,997.0,-46.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5680.0,2022-04-10 14:17:56.910,999.0,408.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5681.0,2022-04-10 14:17:56.963,968.0,628.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5682.0,2022-04-10 14:17:57.016,954.0,659.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5683.0,2022-04-10 14:17:57.094,948.0,672.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5684.0,2022-04-10 14:17:57.171,952.0,653.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5685.0,2022-04-10 14:17:57.232,956.0,610.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5686.0,2022-04-10 14:17:57.289,957.0,570.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5687.0,2022-04-10 14:17:57.336,950.0,555.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5688.0,2022-04-10 14:17:57.392,952.0,547.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5689.0,2022-04-10 14:17:57.438,956.0,547.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5690.0,2022-04-10 14:17:57.495,958.0,527.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5691.0,2022-04-10 14:17:57.545,957.0,503.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5692.0,2022-04-10 14:17:57.599,957.0,487.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5693.0,2022-04-10 14:17:57.652,964.0,481.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5694.0,2022-04-10 14:17:57.711,963.0,479.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5695.0,2022-04-10 14:17:57.758,964.0,479.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5696.0,2022-04-10 14:17:57.803,963.0,476.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5697.0,2022-04-10 14:17:57.863,962.0,477.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5698.0,2022-04-10 14:17:57.907,964.0,486.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5699.0,2022-04-10 14:17:57.954,977.0,520.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5700.0,2022-04-10 14:17:57.997,982.0,532.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5701.0,2022-04-10 14:17:58.042,988.0,537.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5702.0,2022-04-10 14:17:58.090,994.0,543.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5703.0,2022-04-10 14:17:58.135,998.0,548.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5704.0,2022-04-10 14:17:58.190,1008.0,584.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5705.0,2022-04-10 14:17:58.236,1021.0,614.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5706.0,2022-04-10 14:17:58.287,1025.0,624.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5707.0,2022-04-10 14:17:58.340,1026.0,628.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5708.0,2022-04-10 14:17:58.391,1030.0,633.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5709.0,2022-04-10 14:17:58.449,1031.0,635.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5710.0,2022-04-10 14:17:58.491,1028.0,637.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5711.0,2022-04-10 14:17:58.545,1029.0,635.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5712.0,2022-04-10 14:17:58.600,1021.0,619.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5713.0,2022-04-10 14:17:58.650,973.0,518.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5714.0,2022-04-10 14:17:58.691,954.0,485.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5715.0,2022-04-10 14:17:58.766,946.0,469.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5716.0,2022-04-10 14:17:58.811,959.0,464.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5717.0,2022-04-10 14:17:58.856,998.0,452.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5718.0,2022-04-10 14:17:58.904,1013.0,440.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5719.0,2022-04-10 14:17:58.955,1017.0,436.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5720.0,2022-04-10 14:17:59.001,1019.0,435.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5721.0,2022-04-10 14:17:59.055,1014.0,374.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5722.0,2022-04-10 14:17:59.118,1014.0,374.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5723.0,2022-04-10 14:17:59.180,980.0,297.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5724.0,2022-04-10 14:17:59.244,1010.0,357.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5725.0,2022-04-10 14:17:59.292,987.0,470.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5726.0,2022-04-10 14:17:59.352,984.0,520.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5727.0,2022-04-10 14:17:59.402,977.0,566.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5728.0,2022-04-10 14:17:59.457,977.0,611.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5729.0,2022-04-10 14:17:59.504,977.0,623.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5730.0,2022-04-10 14:17:59.554,977.0,630.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5731.0,2022-04-10 14:17:59.604,976.0,627.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5732.0,2022-04-10 14:17:59.655,976.0,625.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5733.0,2022-04-10 14:17:59.715,975.0,623.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5734.0,2022-04-10 14:17:59.782,972.0,614.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5735.0,2022-04-10 14:17:59.860,969.0,605.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5736.0,2022-04-10 14:17:59.925,964.0,603.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5737.0,2022-04-10 14:17:59.979,964.0,599.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5738.0,2022-04-10 14:18:00.036,1028.0,486.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5739.0,2022-04-10 14:18:00.176,1026.0,525.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5740.0,2022-04-10 14:18:00.235,1017.0,539.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5741.0,2022-04-10 14:18:00.293,1003.0,553.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5742.0,2022-04-10 14:18:00.342,1003.0,553.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5743.0,2022-04-10 14:18:00.394,1003.0,553.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5744.0,2022-04-10 14:18:00.446,651.0,432.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5745.0,2022-04-10 14:18:00.506,856.0,516.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5746.0,2022-04-10 14:18:00.553,927.0,609.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5747.0,2022-04-10 14:18:00.602,927.0,609.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5748.0,2022-04-10 14:18:00.651,927.0,609.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5749.0,2022-04-10 14:18:00.693,927.0,609.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5750.0,2022-04-10 14:18:00.735,927.0,609.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5751.0,2022-04-10 14:18:00.787,927.0,609.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5752.0,2022-04-10 14:18:00.833,954.0,477.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5753.0,2022-04-10 14:18:00.879,947.0,434.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5754.0,2022-04-10 14:18:00.933,950.0,454.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5755.0,2022-04-10 14:18:00.975,957.0,492.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5756.0,2022-04-10 14:18:01.026,964.0,509.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5757.0,2022-04-10 14:18:01.074,975.0,502.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5758.0,2022-04-10 14:18:01.119,980.0,488.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5759.0,2022-04-10 14:18:01.169,982.0,477.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5760.0,2022-04-10 14:18:01.216,984.0,468.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5761.0,2022-04-10 14:18:01.260,985.0,460.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5762.0,2022-04-10 14:18:01.320,985.0,451.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5763.0,2022-04-10 14:18:01.366,987.0,446.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5764.0,2022-04-10 14:18:01.419,986.0,447.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5765.0,2022-04-10 14:18:01.471,988.0,449.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5766.0,2022-04-10 14:18:01.519,989.0,451.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5767.0,2022-04-10 14:18:01.569,988.0,418.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5768.0,2022-04-10 14:18:01.618,986.0,381.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5769.0,2022-04-10 14:18:01.667,1017.0,402.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5770.0,2022-04-10 14:18:01.711,1031.0,377.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5771.0,2022-04-10 14:18:01.774,1019.0,414.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5772.0,2022-04-10 14:18:01.846,1011.0,449.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5773.0,2022-04-10 14:18:01.902,1000.0,469.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5774.0,2022-04-10 14:18:01.955,988.0,525.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5775.0,2022-04-10 14:18:02.009,981.0,554.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5776.0,2022-04-10 14:18:02.062,980.0,557.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5777.0,2022-04-10 14:18:02.119,982.0,562.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5778.0,2022-04-10 14:18:02.179,982.0,572.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5779.0,2022-04-10 14:18:02.233,979.0,583.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5780.0,2022-04-10 14:18:02.282,978.0,593.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5781.0,2022-04-10 14:18:02.335,978.0,597.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5782.0,2022-04-10 14:18:02.388,980.0,599.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5783.0,2022-04-10 14:18:02.449,1057.0,614.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5784.0,2022-04-10 14:18:02.622,1138.0,624.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5785.0,2022-04-10 14:18:02.687,1139.0,627.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5786.0,2022-04-10 14:18:02.744,1173.0,630.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5787.0,2022-04-10 14:18:02.811,1207.0,633.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5788.0,2022-04-10 14:18:02.871,1213.0,633.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5789.0,2022-04-10 14:18:02.921,1113.0,569.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5790.0,2022-04-10 14:18:02.965,1027.0,499.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5791.0,2022-04-10 14:18:03.014,1001.0,467.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5792.0,2022-04-10 14:18:03.066,991.0,461.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5793.0,2022-04-10 14:18:03.116,984.0,458.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5794.0,2022-04-10 14:18:03.166,983.0,457.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5795.0,2022-04-10 14:18:03.211,982.0,455.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5796.0,2022-04-10 14:18:03.260,983.0,454.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5797.0,2022-04-10 14:18:03.304,983.0,453.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5798.0,2022-04-10 14:18:03.352,981.0,452.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5799.0,2022-04-10 14:18:03.402,982.0,451.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5800.0,2022-04-10 14:18:03.450,983.0,452.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5801.0,2022-04-10 14:18:03.498,985.0,452.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5802.0,2022-04-10 14:18:03.548,986.0,451.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5803.0,2022-04-10 14:18:03.595,988.0,451.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5804.0,2022-04-10 14:18:03.638,990.0,451.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5805.0,2022-04-10 14:18:03.689,992.0,452.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5806.0,2022-04-10 14:18:03.744,994.0,453.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5807.0,2022-04-10 14:18:03.797,1012.0,464.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5808.0,2022-04-10 14:18:03.850,1024.0,473.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5809.0,2022-04-10 14:18:03.901,1032.0,477.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5810.0,2022-04-10 14:18:03.946,1036.0,476.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5811.0,2022-04-10 14:18:04.003,1036.0,476.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5812.0,2022-04-10 14:18:04.054,1033.0,481.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5813.0,2022-04-10 14:18:04.103,1019.0,480.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5814.0,2022-04-10 14:18:04.152,1010.0,479.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5815.0,2022-04-10 14:18:04.195,1005.0,479.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5816.0,2022-04-10 14:18:04.249,1000.0,477.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5817.0,2022-04-10 14:18:04.343,1100.0,523.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5818.0,2022-04-10 14:18:04.404,1135.0,538.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5819.0,2022-04-10 14:18:04.450,1150.0,544.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5820.0,2022-04-10 14:18:04.520,1098.0,560.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5821.0,2022-04-10 14:18:04.589,993.0,598.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5822.0,2022-04-10 14:18:04.648,971.0,612.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5823.0,2022-04-10 14:18:04.701,960.0,618.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5824.0,2022-04-10 14:18:04.747,953.0,621.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5825.0,2022-04-10 14:18:04.800,949.0,641.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5826.0,2022-04-10 14:18:04.853,946.0,652.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5827.0,2022-04-10 14:18:04.911,943.0,656.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5828.0,2022-04-10 14:18:04.955,943.0,657.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5829.0,2022-04-10 14:18:05.009,947.0,653.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5830.0,2022-04-10 14:18:05.064,988.0,601.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5831.0,2022-04-10 14:18:05.115,1026.0,462.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5832.0,2022-04-10 14:18:05.183,1021.0,485.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5833.0,2022-04-10 14:18:05.250,1017.0,508.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5834.0,2022-04-10 14:18:05.316,1072.0,534.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5835.0,2022-04-10 14:18:05.373,1133.0,558.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5836.0,2022-04-10 14:18:05.426,1153.0,568.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5837.0,2022-04-10 14:18:05.478,1165.0,568.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5838.0,2022-04-10 14:18:05.532,1180.0,573.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5839.0,2022-04-10 14:18:05.580,1195.0,583.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5840.0,2022-04-10 14:18:05.633,1206.0,587.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5841.0,2022-04-10 14:18:05.710,1210.0,587.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5842.0,2022-04-10 14:18:05.757,1213.0,588.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5843.0,2022-04-10 14:18:05.807,1212.0,589.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5844.0,2022-04-10 14:18:05.855,1213.0,591.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5845.0,2022-04-10 14:18:05.898,1214.0,592.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5846.0,2022-04-10 14:18:05.941,1214.0,593.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5847.0,2022-04-10 14:18:05.987,1215.0,591.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5848.0,2022-04-10 14:18:06.034,1214.0,590.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5849.0,2022-04-10 14:18:06.081,1213.0,589.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5850.0,2022-04-10 14:18:06.134,1211.0,587.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5851.0,2022-04-10 14:18:06.179,1097.0,533.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
1.0,5852.0,2022-04-10 14:18:06.223,1043.0,507.0,817.0,554.0,,,,0:0, 0:0, 0:0, 1:0,Edu
