MS,X,Y,DURACAO_FRAMES,DATE_FIM
121.0,1121.0,129.0,3,2022-04-10 14:19:16.844
244.0,1072.0,238.0,5,2022-04-10 14:19:17.158
299.0,1198.0,226.0,5,2022-04-10 14:19:17.510
313.0,1192.0,305.0,7,2022-04-10 14:19:18.161
676.0,1036.0,322.0,13,2022-04-10 14:19:18.897
539.0,1127.0,119.0,11,2022-04-10 14:19:19.489
125.0,1056.0,219.0,3,2022-04-10 14:19:19.679
181.0,1130.0,266.0,4,2022-04-10 14:19:20.233
111.0,1216.0,591.0,3,2022-04-10 14:19:20.488
164.0,1040.0,243.0,4,2022-04-10 14:19:20.765
265.0,1228.0,599.0,6,2022-04-10 14:19:21.140
228.0,1059.0,264.0,5,2022-04-10 14:19:21.464
313.0,982.0,513.0,7,2022-04-10 14:19:21.831
102.0,975.0,617.0,3,2022-04-10 14:19:21.973
227.0,1030.0,328.0,4,2022-04-10 14:19:22.413
883.0,981.0,434.0,15,2022-04-10 14:19:23.341
332.0,994.0,534.0,7,2022-04-10 14:19:23.728
269.0,1035.0,430.0,6,2022-04-10 14:19:24.056
285.0,1070.0,560.0,7,2022-04-10 14:19:24.387
381.0,1085.0,439.0,8,2022-04-10 14:19:24.810
644.0,1164.0,691.0,11,2022-04-10 14:19:25.507
661.0,989.0,455.0,13,2022-04-10 14:19:26.244
105.0,878.0,492.0,3,2022-04-10 14:19:26.401
186.0,987.0,560.0,5,2022-04-10 14:19:26.641
384.0,1186.0,540.0,6,2022-04-10 14:19:27.083
390.0,1196.0,672.0,9,2022-04-10 14:19:27.525
169.0,1086.0,594.0,4,2022-04-10 14:19:27.769
287.0,1037.0,427.0,6,2022-04-10 14:19:28.119
603.0,1209.0,595.0,12,2022-04-10 14:19:28.794
473.0,1051.0,438.0,10,2022-04-10 14:19:29.324
158.0,1189.0,621.0,4,2022-04-10 14:19:29.700
974.0,1028.0,348.0,17,2022-04-10 14:19:30.796
347.0,1156.0,587.0,7,2022-04-10 14:19:31.212
175.0,1092.0,444.0,4,2022-04-10 14:19:31.432
439.0,1051.0,330.0,8,2022-04-10 14:19:31.920
511.0,1186.0,608.0,10,2022-04-10 14:19:32.538
1039.0,1066.0,423.0,16,2022-04-10 14:19:33.734
267.0,1245.0,618.0,6,2022-04-10 14:19:34.068
530.0,1101.0,381.0,12,2022-04-10 14:19:34.652
405.0,1253.0,676.0,9,2022-04-10 14:19:35.216
1018.9999999999999,1054.0,369.0,18,2022-04-10 14:19:36.385
444.0,1234.0,594.0,8,2022-04-10 14:19:36.900
962.0,1049.0,207.0,16,2022-04-10 14:19:37.979
336.0,1142.0,352.0,7,2022-04-10 14:19:38.382
884.0,1072.0,249.0,17,2022-04-10 14:19:39.316
283.0,1079.0,380.0,7,2022-04-10 14:19:39.643
648.0,1219.0,578.0,14,2022-04-10 14:19:40.340
236.0,1253.0,693.0,6,2022-04-10 14:19:40.639
309.0,1226.0,626.0,5,2022-04-10 14:19:41.088
641.0,1236.0,703.0,12,2022-04-10 14:19:44.080
282.0,1221.0,531.0,7,2022-04-10 14:19:45.793
114.0,1168.0,649.0,3,2022-04-10 14:19:45.969
824.0,1161.0,545.0,16,2022-04-10 14:19:46.841
197.0,1042.0,455.0,4,2022-04-10 14:19:47.113
207.0,1189.0,687.0,5,2022-04-10 14:19:47.479
349.0,1063.0,685.0,7,2022-04-10 14:19:47.872
1029.0,1175.0,680.0,20,2022-04-10 14:19:48.953
273.0,992.0,653.0,6,2022-04-10 14:19:49.390
412.0,976.0,640.0,9,2022-04-10 14:19:50.215
370.0,402.0,607.0,8,2022-04-10 14:19:53.446
324.0,1059.0,55.0,6,2022-04-10 14:19:54.412
305.0,769.0,615.0,6,2022-04-10 14:19:54.896
309.0,496.0,688.0,7,2022-04-10 14:19:55.272
488.0,393.0,600.0,11,2022-04-10 14:19:55.824
199.0,609.0,570.0,5,2022-04-10 14:19:56.076
424.0,718.0,569.0,9,2022-04-10 14:19:56.554
287.0,827.0,586.0,6,2022-04-10 14:19:56.887
231.0,849.0,667.0,4,2022-04-10 14:19:57.561
466.0,506.0,650.0,10,2022-04-10 14:19:58.251
153.0,885.0,567.0,3,2022-04-10 14:20:00.221
135.0,1041.0,528.0,3,2022-04-10 14:20:00.425
189.0,961.0,449.0,5,2022-04-10 14:20:07.845
205.0,1048.0,698.0,5,2022-04-10 14:20:08.761
125.0,1208.0,546.0,3,2022-04-10 14:20:10.248
446.0,1167.0,655.0,9,2022-04-10 14:20:10.742
350.0,905.0,614.0,7,2022-04-10 14:20:11.165
156.0,788.0,602.0,4,2022-04-10 14:20:11.374
280.0,917.0,601.0,7,2022-04-10 14:20:11.698
244.0,783.0,551.0,6,2022-04-10 14:20:12.004
190.0,1048.0,523.0,5,2022-04-10 14:20:12.347
279.0,785.0,473.0,7,2022-04-10 14:20:12.726
129.0,904.0,465.0,3,2022-04-10 14:20:12.919
167.0,1035.0,472.0,4,2022-04-10 14:20:13.135
230.0,1151.0,472.0,5,2022-04-10 14:20:13.416
536.0,829.0,456.0,11,2022-04-10 14:20:14.091
389.0,937.0,389.0,9,2022-04-10 14:20:14.536
456.0,1042.0,378.0,10,2022-04-10 14:20:15.043
596.0,862.0,347.0,12,2022-04-10 14:20:15.691
526.0,965.0,332.0,10,2022-04-10 14:20:16.269
267.0,857.0,332.0,6,2022-04-10 14:20:16.817
1448.0,973.0,332.0,24,2022-04-10 14:20:18.312
214.0,853.0,432.0,4,2022-04-10 14:20:18.573
477.0,974.0,358.0,9,2022-04-10 14:20:19.272
263.0,850.0,675.0,6,2022-04-10 14:20:21.925
348.0,725.0,701.0,7,2022-04-10 14:20:22.321
254.0,1038.0,645.0,5,2022-04-10 14:20:22.765
125.0,774.0,556.0,3,2022-04-10 14:20:29.319
195.0,876.0,498.0,4,2022-04-10 14:20:29.610
384.0,982.0,491.0,7,2022-04-10 14:20:30.041
362.0,1178.0,507.0,7,2022-04-10 14:20:30.457
360.0,940.0,510.0,8,2022-04-10 14:20:31.001
349.0,886.0,561.0,6,2022-04-10 14:20:32.378
152.0,810.0,575.0,4,2022-04-10 14:20:33.499
559.0,1097.0,399.0,11,2022-04-10 14:20:36.987
360.0,976.0,474.0,7,2022-04-10 14:20:37.405
408.0,1021.0,523.0,8,2022-04-10 14:20:39.613
218.0,949.0,509.0,5,2022-04-10 14:20:41.001
334.0,1059.0,459.0,8,2022-04-10 14:20:41.399
469.0,912.0,441.0,11,2022-04-10 14:20:41.923
173.0,1028.0,467.0,4,2022-04-10 14:20:42.141
566.0,997.0,531.0,11,2022-04-10 14:20:44.249
1606.0,1155.0,479.0,28,2022-04-10 14:20:45.918
747.0,1009.0,469.0,14,2022-04-10 14:20:46.724
1341.0,1134.0,471.0,25,2022-04-10 14:20:48.116
511.0,1026.0,482.0,8,2022-04-10 14:20:48.692
274.0,924.0,468.0,6,2022-04-10 14:20:49.017
699.0,1030.0,470.0,14,2022-04-10 14:20:49.769
479.0,1023.0,584.0,9,2022-04-10 14:20:50.303
963.0,1041.0,582.0,17,2022-04-10 14:20:51.382
616.0,1078.0,592.0,12,2022-04-10 14:20:52.568
101.0,966.0,646.0,3,2022-04-10 14:20:52.723
471.0,983.0,586.0,9,2022-04-10 14:20:54.140
519.0,868.0,364.0,10,2022-04-10 14:20:54.715
158.0,893.0,483.0,4,2022-04-10 14:20:55.039
177.0,994.0,572.0,4,2022-04-10 14:20:55.273
895.0,856.0,368.0,16,2022-04-10 14:20:56.228
257.0,958.0,291.0,5,2022-04-10 14:20:56.565
1392.0,855.0,302.0,25,2022-04-10 14:20:58.032
1597.0,874.0,198.0,27,2022-04-10 14:20:59.686
115.0,1012.0,276.0,3,2022-04-10 14:20:59.851
152.0,917.0,313.0,4,2022-04-10 14:21:00.619
338.0,1109.0,456.0,7,2022-04-10 14:21:01.400
241.0,483.0,607.0,5,2022-04-10 14:21:01.907
328.0,846.0,404.0,7,2022-04-10 14:21:02.416
112.0,1259.0,343.0,3,2022-04-10 14:21:03.037
388.0,1016.0,326.0,8,2022-04-10 14:21:03.480
279.0,1025.0,618.0,5,2022-04-10 14:21:03.875
375.0,1031.0,625.0,7,2022-04-10 14:21:04.573
2575.0,1025.0,524.0,43,2022-04-10 14:21:07.209
1038.0,1016.0,629.0,19,2022-04-10 14:21:08.308
1887.0,1030.0,528.0,32,2022-04-10 14:21:10.265
209.0,1000.0,637.0,4,2022-04-10 14:21:10.534
1205.0,995.0,533.0,24,2022-04-10 14:21:11.794
254.0,1059.0,534.0,6,2022-04-10 14:21:12.207
130.0,1035.0,651.0,3,2022-04-10 14:21:12.391
206.0,1073.0,680.0,5,2022-04-10 14:21:12.942
3109.0,1030.0,557.0,60,2022-04-10 14:21:16.254
278.0,419.0,695.0,6,2022-04-10 14:21:16.731
383.0,904.0,546.0,8,2022-04-10 14:21:17.201
471.0,1070.0,477.0,10,2022-04-10 14:21:17.734
666.0,940.0,438.0,14,2022-04-10 14:21:18.645
199.0,593.0,579.0,5,2022-04-10 14:21:19.054
450.0,983.0,559.0,10,2022-04-10 14:21:19.654
852.0,1039.0,451.0,16,2022-04-10 14:21:20.549
666.0,987.0,539.0,14,2022-04-10 14:21:21.343
383.0,1028.0,432.0,9,2022-04-10 14:21:21.776
879.0,1013.0,536.0,17,2022-04-10 14:21:22.701
111.0,1010.0,433.0,3,2022-04-10 14:21:22.863
2563.0,1026.0,551.0,50,2022-04-10 14:21:25.473
325.0,1021.0,419.0,7,2022-04-10 14:21:25.850
124.0,1073.0,318.0,3,2022-04-10 14:21:26.046
581.0,949.0,308.0,13,2022-04-10 14:21:26.675
437.0,1023.0,428.0,10,2022-04-10 14:21:27.170
905.0,1004.0,529.0,18,2022-04-10 14:21:28.128
257.0,1147.0,447.0,6,2022-04-10 14:21:28.454
1103.0,1043.0,537.0,22,2022-04-10 14:21:29.618
1401.0,1072.0,529.0,27,2022-04-10 14:21:31.158
194.0,1062.0,500.0,4,2022-04-10 14:21:31.482
1137.0,1028.0,602.0,23,2022-04-10 14:21:32.668
104.0,1089.0,423.0,3,2022-04-10 14:21:32.994
1144.0,1031.0,529.0,21,2022-04-10 14:21:34.192
1463.0,1020.0,572.0,31,2022-04-10 14:21:35.798
1206.0,1063.0,527.0,20,2022-04-10 14:21:37.224
334.0,1115.0,408.0,8,2022-04-10 14:21:37.603
1411.0,1027.0,547.0,27,2022-04-10 14:21:39.375
240.0,216.0,640.0,6,2022-04-10 14:21:39.840
191.0,95.0,644.0,5,2022-04-10 14:21:40.084
206.0,316.0,658.0,5,2022-04-10 14:21:40.389
160.0,500.0,655.0,4,2022-04-10 14:21:40.596
304.0,278.0,671.0,7,2022-04-10 14:21:41.090
189.0,149.0,666.0,4,2022-04-10 14:21:41.339
145.0,847.0,586.0,4,2022-04-10 14:21:41.548
176.0,949.0,570.0,4,2022-04-10 14:21:41.777
178.0,767.0,664.0,4,2022-04-10 14:21:42.013
1008.0,861.0,574.0,19,2022-04-10 14:21:44.637
201.0,917.0,602.0,5,2022-04-10 14:21:45.685
450.0,816.0,625.0,10,2022-04-10 14:21:46.183
206.0,879.0,502.0,5,2022-04-10 14:21:46.973
1178.0,778.0,618.0,23,2022-04-10 14:21:48.207
490.0,359.0,650.0,11,2022-04-10 14:21:48.798
147.0,732.0,510.0,4,2022-04-10 14:21:49.035
708.0,803.0,618.0,14,2022-04-10 14:21:49.800
233.0,1098.0,642.0,5,2022-04-10 14:21:50.094
101.0,824.0,646.0,3,2022-04-10 14:21:50.351
192.0,725.0,591.0,4,2022-04-10 14:21:50.736
234.0,592.0,651.0,6,2022-04-10 14:21:51.020
344.0,711.0,605.0,8,2022-04-10 14:21:51.410
132.0,1133.0,673.0,3,2022-04-10 14:22:05.535
242.0,915.0,345.0,6,2022-04-10 14:22:17.798
148.0,926.0,242.0,4,2022-04-10 14:22:17.994
5538.0,974.0,604.0,108,2022-04-10 14:22:24.170
1653.0,1150.0,699.0,34,2022-04-10 14:22:42.978
310.0,1011.0,581.0,6,2022-04-10 14:22:43.334
1187.0,1111.0,607.0,23,2022-04-10 14:22:44.584
1435.0,1070.0,713.0,29,2022-04-10 14:22:46.066
744.0,1187.0,630.0,16,2022-04-10 14:22:47.591
209.0,1129.0,660.0,5,2022-04-10 14:22:48.131
427.0,1016.0,629.0,9,2022-04-10 14:22:48.614
806.0,1046.0,613.0,15,2022-04-10 14:22:49.618
1317.0,1043.0,719.0,28,2022-04-10 14:22:50.985
171.0,1164.0,600.0,4,2022-04-10 14:22:51.489
1675.0,1055.0,601.0,33,2022-04-10 14:22:53.217
203.0,1205.0,469.0,5,2022-04-10 14:22:53.463
421.0,1132.0,572.0,9,2022-04-10 14:22:53.927
431.0,1109.0,575.0,9,2022-04-10 14:22:54.541
132.0,998.0,622.0,3,2022-04-10 14:22:54.732
627.0,1127.0,609.0,13,2022-04-10 14:22:55.422
269.0,1010.0,619.0,6,2022-04-10 14:22:55.740
406.0,1151.0,620.0,9,2022-04-10 14:22:56.193
147.0,1264.0,560.0,4,2022-04-10 14:22:56.528
1444.0,1159.0,601.0,27,2022-04-10 14:22:58.015
1230.0,1056.0,594.0,26,2022-04-10 14:22:59.297
827.0,1168.0,588.0,15,2022-04-10 14:23:00.191
638.0,1041.0,619.0,14,2022-04-10 14:23:00.883
261.0,1211.0,594.0,6,2022-04-10 14:23:01.662
522.0,1070.0,609.0,11,2022-04-10 14:23:02.234
211.0,1173.0,600.0,5,2022-04-10 14:23:02.499
827.0,1218.0,511.0,16,2022-04-10 14:23:03.453
612.0,1094.0,590.0,13,2022-04-10 14:23:04.111
102.0,1086.0,413.0,3,2022-04-10 14:23:04.259
1801.0,1115.0,534.0,33,2022-04-10 14:23:06.107
860.0,1012.0,602.0,18,2022-04-10 14:23:07.016
308.0,1131.0,607.0,7,2022-04-10 14:23:07.374
432.0,1023.0,607.0,8,2022-04-10 14:23:07.868
383.0,1143.0,590.0,7,2022-04-10 14:23:08.305
580.0,1041.0,534.0,12,2022-04-10 14:23:08.939
501.0,1147.0,534.0,11,2022-04-10 14:23:09.492
520.0,1036.0,593.0,11,2022-04-10 14:23:10.063
193.0,1145.0,404.0,4,2022-04-10 14:23:10.316
172.0,1194.0,302.0,4,2022-04-10 14:23:10.536
527.0,1165.0,524.0,10,2022-04-10 14:23:11.107
140.0,934.0,313.0,4,2022-04-10 14:23:11.415
214.0,949.0,491.0,5,2022-04-10 14:23:11.675
616.0,1179.0,311.0,13,2022-04-10 14:23:12.383
134.0,1191.0,576.0,3,2022-04-10 14:23:12.933
825.0,1099.0,527.0,15,2022-04-10 14:23:13.891
162.0,997.0,604.0,4,2022-04-10 14:23:14.102
855.0,1103.0,554.0,17,2022-04-10 14:23:15.000
2294.0,994.0,531.0,44,2022-04-10 14:23:17.355
3732.0,943.0,428.0,71,2022-04-10 14:23:21.138
405.0,1008.0,529.0,8,2022-04-10 14:23:21.594
557.0,1009.0,420.0,12,2022-04-10 14:23:22.223
2001.0,1000.0,536.0,37,2022-04-10 14:23:24.277
2297.0,973.0,435.0,46,2022-04-10 14:23:26.630
171.0,1022.0,327.0,4,2022-04-10 14:23:26.853
119.0,985.0,427.0,3,2022-04-10 14:23:27.040
1658.0,1095.0,533.0,33,2022-04-10 14:23:28.752
462.0,975.0,540.0,9,2022-04-10 14:23:29.259
1404.0,1110.0,529.0,27,2022-04-10 14:23:30.708
238.0,1090.0,424.0,6,2022-04-10 14:23:30.991
347.0,974.0,444.0,8,2022-04-10 14:23:31.393
350.0,918.0,286.0,7,2022-04-10 14:23:31.791
555.0,1105.0,424.0,9,2022-04-10 14:23:32.415
548.0,1171.0,536.0,11,2022-04-10 14:23:33.039
1408.0,1074.0,423.0,26,2022-04-10 14:23:34.505
581.0,1167.0,538.0,11,2022-04-10 14:23:35.140
546.0,1084.0,437.0,12,2022-04-10 14:23:35.735
472.0,994.0,321.0,10,2022-04-10 14:23:36.258
107.0,1059.0,209.0,3,2022-04-10 14:23:36.415
367.0,1107.0,425.0,8,2022-04-10 14:23:36.923
855.0,995.0,384.0,16,2022-04-10 14:23:37.838
345.0,1114.0,508.0,7,2022-04-10 14:23:38.238
349.0,997.0,417.0,7,2022-04-10 14:23:38.695
1632.0,935.0,357.0,31,2022-04-10 14:23:40.526
899.0,1058.0,439.0,19,2022-04-10 14:23:41.476
211.0,957.0,364.0,5,2022-04-10 14:23:41.736
904.0,1058.0,514.0,17,2022-04-10 14:23:42.688
256.0,1229.0,426.0,5,2022-04-10 14:23:43.045
656.0,1127.0,514.0,14,2022-04-10 14:23:43.754
130.0,964.0,666.0,3,2022-04-10 14:23:44.997
156.0,1130.0,653.0,4,2022-04-10 14:23:45.208
255.0,1026.0,654.0,6,2022-04-10 14:23:46.173
1791.0,924.0,659.0,36,2022-04-10 14:23:48.008
260.0,1085.0,545.0,5,2022-04-10 14:23:48.331
177.0,1184.0,273.0,4,2022-04-10 14:23:48.620
110.0,973.0,501.0,3,2022-04-10 14:23:48.782
339.0,950.0,617.0,8,2022-04-10 14:23:49.183
643.0,1153.0,629.0,14,2022-04-10 14:23:49.875
349.0,1095.0,632.0,7,2022-04-10 14:23:50.373
221.0,1149.0,412.0,5,2022-04-10 14:23:50.661
228.0,1154.0,680.0,5,2022-04-10 14:23:51.239
147.0,1051.0,682.0,4,2022-04-10 14:23:51.463
186.0,1068.0,572.0,5,2022-04-10 14:23:51.706
706.0,1264.0,642.0,15,2022-04-10 14:23:52.464
245.0,1157.0,667.0,6,2022-04-10 14:23:52.763
804.0,1040.0,672.0,14,2022-04-10 14:23:53.622
389.0,913.0,712.0,9,2022-04-10 14:23:54.312
754.0,1165.0,671.0,16,2022-04-10 14:23:55.186
281.0,1206.0,653.0,6,2022-04-10 14:23:55.630
301.0,1097.0,658.0,7,2022-04-10 14:23:55.989
1228.0,986.0,559.0,25,2022-04-10 14:23:57.952
164.0,1087.0,547.0,4,2022-04-10 14:23:58.168
380.0,1205.0,542.0,7,2022-04-10 14:23:58.596
487.0,1195.0,424.0,9,2022-04-10 14:23:59.137
232.0,964.0,501.0,5,2022-04-10 14:23:59.547
468.0,1131.0,496.0,10,2022-04-10 14:24:00.056
1814.0,1025.0,490.0,33,2022-04-10 14:24:01.928
1695.0,1208.0,525.0,32,2022-04-10 14:24:03.667
285.0,1146.0,557.0,7,2022-04-10 14:24:05.253
277.0,1044.0,551.0,6,2022-04-10 14:24:05.584
1045.0,923.0,549.0,20,2022-04-10 14:24:06.701
883.0,937.0,652.0,15,2022-04-10 14:24:07.636
1508.0,1100.0,656.0,29,2022-04-10 14:24:09.307
252.0,1144.0,553.0,6,2022-04-10 14:24:10.613
592.0,888.0,616.0,11,2022-04-10 14:24:11.334
166.0,913.0,504.0,4,2022-04-10 14:24:11.553
234.0,1091.0,576.0,5,2022-04-10 14:24:11.839
429.0,1216.0,433.0,9,2022-04-10 14:24:12.319
159.0,1118.0,561.0,4,2022-04-10 14:24:12.548
221.0,1016.0,579.0,5,2022-04-10 14:24:12.815
209.0,902.0,601.0,5,2022-04-10 14:24:13.079
350.0,921.0,710.0,8,2022-04-10 14:24:13.481
362.0,1237.0,681.0,8,2022-04-10 14:24:13.936
316.0,988.0,171.0,6,2022-04-10 14:24:14.586
193.0,1135.0,182.0,5,2022-04-10 14:24:14.830
380.0,1027.0,560.0,7,2022-04-10 14:24:15.317
688.0,961.0,571.0,14,2022-04-10 14:24:16.174
243.0,1213.0,621.0,6,2022-04-10 14:24:16.557
523.0,1108.0,577.0,11,2022-04-10 14:24:17.145
167.0,984.0,98.0,4,2022-04-10 14:24:17.430
150.0,544.0,539.0,4,2022-04-10 14:24:18.229
543.0,414.0,627.0,11,2022-04-10 14:24:18.818
812.0,924.0,619.0,17,2022-04-10 14:24:19.721
546.0,1086.0,527.0,11,2022-04-10 14:24:20.333
441.0,979.0,581.0,8,2022-04-10 14:24:20.848
747.0,988.0,104.0,15,2022-04-10 14:24:22.874
119.0,1060.0,106.0,3,2022-04-10 14:24:23.475
